池子ID,池子名称,池子总权重,金球总权重,金球总占比%,此池单次闪率%,含保底期望噩梦次数,精灵名,是否异色,权重,在总池中占比%,在金球中占比%
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,大耳帽兜,否,10740,28.8881,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,治愈兔,否,10740,28.8881,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,果冻,否,3680,9.8983,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,星尘虫,否,3680,9.8983,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,粉星仔,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,月牙雪熊,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,粉粉星,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,双灯鱼,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,嗜光嗡嗡,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,柴渣虫,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,空空颅,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,贝瑟,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,机械方方,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,恶魔狼,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,奇丽草,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,呼呼猪,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,拉特,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,格兰种子,否,569,1.5305,
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,大耳帽兜,是,123,0.3308,33.06
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,治愈兔,是,123,0.3308,33.06
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,机械方方,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,恶魔狼,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,奇丽草,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,呼呼猪,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,拉特,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,格兰种子,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,粉星仔,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,月牙雪熊,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,粉粉星,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,双灯鱼,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,嗜光嗡嗡,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,柴渣虫,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,空空颅,是,9,0.0242,2.42
type_16,萌属性池（type=16）,37178,372,1.0006,1.0006,54.0,贝瑟,是,9,0.0242,2.42
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,空空颅,否,21420,57.6302,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,果冻,否,3680,9.901,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,星尘虫,否,3680,9.901,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,粉星仔,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,月牙雪熊,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,粉粉星,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,双灯鱼,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,嗜光嗡嗡,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,柴渣虫,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,贝瑟,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,大耳帽兜,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,机械方方,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,恶魔狼,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,奇丽草,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,呼呼猪,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,拉特,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,治愈兔,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,格兰种子,否,535,1.4394,
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,空空颅,是,243,0.6538,66.94
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,大耳帽兜,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,机械方方,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,恶魔狼,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,奇丽草,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,呼呼猪,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,拉特,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,治愈兔,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,格兰种子,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,粉星仔,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,月牙雪熊,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,粉粉星,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,双灯鱼,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,嗜光嗡嗡,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,柴渣虫,是,8,0.0215,2.2
type_17,幽属性池（type=17）,37168,363,0.9766,0.9766,54.5,贝瑟,是,8,0.0215,2.2
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,嗜光嗡嗡,否,10740,28.8881,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,恶魔狼,否,10740,28.8881,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,果冻,否,3680,9.8983,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,星尘虫,否,3680,9.8983,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,粉星仔,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,月牙雪熊,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,粉粉星,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,双灯鱼,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,柴渣虫,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,空空颅,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,贝瑟,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,大耳帽兜,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,机械方方,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,奇丽草,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,呼呼猪,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,拉特,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,治愈兔,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,格兰种子,否,569,1.5305,
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,恶魔狼,是,123,0.3308,33.06
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,嗜光嗡嗡,是,123,0.3308,33.06
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,大耳帽兜,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,机械方方,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,奇丽草,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,呼呼猪,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,拉特,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,治愈兔,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,格兰种子,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,粉星仔,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,月牙雪熊,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,粉粉星,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,双灯鱼,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,柴渣虫,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,空空颅,是,9,0.0242,2.42
type_18,恶属性池（type=18）,37178,372,1.0006,1.0006,54.0,贝瑟,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,贝瑟,否,10740,28.8881,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,机械方方,否,10740,28.8881,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,果冻,否,3680,9.8983,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,星尘虫,否,3680,9.8983,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,粉星仔,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,月牙雪熊,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,粉粉星,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,双灯鱼,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,嗜光嗡嗡,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,柴渣虫,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,空空颅,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,大耳帽兜,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,恶魔狼,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,奇丽草,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,呼呼猪,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,拉特,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,治愈兔,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,格兰种子,否,569,1.5305,
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,机械方方,是,123,0.3308,33.06
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,贝瑟,是,123,0.3308,33.06
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,大耳帽兜,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,恶魔狼,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,奇丽草,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,呼呼猪,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,拉特,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,治愈兔,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,格兰种子,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,粉星仔,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,月牙雪熊,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,粉粉星,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,双灯鱼,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,嗜光嗡嗡,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,柴渣虫,是,9,0.0242,2.42
type_19,机械属性池（type=19）,37178,372,1.0006,1.0006,54.0,空空颅,是,9,0.0242,2.42
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,粉星仔,否,7180,19.3167,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,月牙雪熊,否,7180,19.3167,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,粉粉星,否,7180,19.3167,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,果冻,否,3680,9.9005,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,星尘虫,否,3680,9.9005,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,双灯鱼,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,嗜光嗡嗡,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,柴渣虫,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,空空颅,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,贝瑟,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,大耳帽兜,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,机械方方,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,恶魔狼,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,奇丽草,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,呼呼猪,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,拉特,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,治愈兔,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,格兰种子,否,608,1.6357,
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,粉星仔,是,83,0.2233,22.68
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,月牙雪熊,是,83,0.2233,22.68
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,粉粉星,是,83,0.2233,22.68
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,大耳帽兜,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,机械方方,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,恶魔狼,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,奇丽草,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,呼呼猪,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,拉特,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,治愈兔,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,格兰种子,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,双灯鱼,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,嗜光嗡嗡,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,柴渣虫,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,空空颅,是,9,0.0242,2.46
type_20,幻属性池（type=20）,37170,366,0.9847,0.9847,54.3,贝瑟,是,9,0.0242,2.46
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,水蓝蓝,否,261688,72.7285,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,果冻,否,32711,9.0911,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,星尘虫,否,32711,9.0911,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,否,21420,5.9531,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,是,2420,0.6726,74.23
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,粉星仔,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,月牙雪熊,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,粉粉星,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,柴渣虫,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,空空颅,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,贝瑟,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,奇丽草,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,呼呼猪,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,拉特,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,治愈兔,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,格兰种子,否,535,0.1487,
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,奇丽草,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,呼呼猪,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,拉特,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,治愈兔,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,格兰种子,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,粉星仔,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,月牙雪熊,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,粉粉星,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,柴渣虫,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,空空颅,是,56,0.0156,1.72
evo_1,水蓝蓝链（evo=1，属性=水）,359815,3260,0.906,0.906,55.8,贝瑟,是,56,0.0156,1.72
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,火花,否,261688,72.7263,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,果冻,否,32711,9.0908,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,星尘虫,否,32711,9.0908,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,柴渣虫,否,7180,1.9954,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,贝瑟,否,7180,1.9954,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,治愈兔,否,7180,1.9954,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,治愈兔,是,809,0.2248,24.72
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,柴渣虫,是,809,0.2248,24.72
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,贝瑟,是,809,0.2248,24.72
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,粉星仔,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,月牙雪熊,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,粉粉星,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,双灯鱼,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,嗜光嗡嗡,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,空空颅,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,大耳帽兜,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,机械方方,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,恶魔狼,否,608,0.169,
evo_2,火花链（evo=2，属性=火）,359826,3272,0.9093,0.9093,55.7,奇丽草,否,608,0.169,
